name,building
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,garage
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,shed
,house
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,shed
,house
,house
,house
,house
,shed
,shed
,shed
,house
,shed
,house
,shed
,house
,house
,yes
,house
,house
,house
,house
,shed
,house
,house
,house
,shed
,house
,house
,house
,house
,shed
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,shed
,yes
,house
,shed
,house
,house
,garage
,shed
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,shed
,house
,shed
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,yes
,detached
,yes
,detached
,yes
,detached
,house
,yes
,house
,house
,yes
,house
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,detached
,yes
,detached
,detached
,yes
,detached
,yes
,detached
,detached
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Avalon Bay,residential
Avalon Bay,residential
,yes
,apartments
,apartments
,apartments
,apartments
,apartments
,yes
,house
,house
,house
Princeton Dermatology Associates,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Princeton Italian-American Sportsmen's Club,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,yes
Princeton Symphony Orchestra,yes
,yes
,yes
,yes
Building C,office
Building B,office
,house
,house
,shed
,house
,garage
,house
,house
,house
,house
,house
,shed
,garage
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
Building A,office
,office
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,detached
,house
,detached
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,yes
,yes
,yes
,house
,house
,house
,yes
,house
,yes
,house
,house
,yes
,yes
,house
,yes
,house
,house
,house
,house
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Residences at Herrontwon,construction
,yes
,yes
,yes
,yes
,yes
,yes
,yes
CVS Pharmacy,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Liberty,roof
TD Bank,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Bottle King,yes
Petro Oil,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Mavis Discount Tire,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
